WEEKLY HOURS WORKED;SALARY;SEX;AGE;OCCUPATION
48;1500000.0;M;59;camionero
48;1160000.0;M;27;camionero
60;1000000.0;F;50;camionero
56;2500000.0;F;34;camionero
40;1400000.0;F;36;camionero
60;1500000.0;F;74;camionero
60;2000000.0;F;79;camionero
48;1160000.0;M;46;camionero
15;550000.0;F;11;camionero
60;3000000.0;M;9;camionero
60;1800000.0;M;10;camionero
72;5500000.0;M;60;camionero
60;1200000.0;F;29;camionero
48;1160000.0;M;32;camionero
50;1600000.0;M;40;camionero
40;2500000.0;F;25;camionero
72;1160000.0;F;64;camionero
48;700000.0;F;35;camionero
54;2000000.0;F;11;camionero
20;360000.0;M;9;camionero
45;1100000.0;M;6;camionero
48;1100000.0;M;32;camionero
48;1160000.0;F;29;camionero
48;1500000.0;M;34;camionero
48;1146000.0;F;47;camionero
48;1650000.0;M;66;camionero
48;1200000.0;M;19;camionero
48;800000.0;F;25;camionero
36;2500000.0;F;23;camionero
30;400000.0;F;68;camionero
50;700000.0;M;43;camionero
84;2500000.0;M;50;camionero
40;2000000.0;M;7;camionero
20;500000.0;F;68;camionero
48;1300000.0;M;65;camionero
48;1160000.0;F;41;camionero
48;1160000.0;M;10;camionero
48;1100000.0;F;12;camionero
70;1300000.0;M;60;camionero
48;1160000.0;F;55;camionero
70;1400000.0;F;57;camionero
30;350000.0;F;76;camionero
50;3600000.0;M;19;camionero
48;1300000.0;F;84;camionero
48;1160000.0;F;22;camionero
72;500000.0;F;50;camionero
60;1300000.0;M;20;camionero
48;1160000.0;M;44;camionero
70;1160000.0;F;46;camionero
60;1000000.0;F;33;camionero
60;800000.0;F;56;camionero
48;1500000.0;M;6;camionero
70;1160000.0;F;62;camionero
50;4000000.0;F;22;camionero
48;1160000.0;M;51;camionero
105;1160000.0;F;22;camionero
48;1160000.0;F;11;camionero
40;700000.0;M;47;camionero
108;1200000.0;F;63;camionero
60;1720000.0;M;64;camionero
60;3000000.0;F;94;camionero
60;2000000.0;F;39;camionero
48;1300000.0;M;90;camionero
48;600000.0;M;28;camionero
48;1600000.0;M;67;camionero
50;2000000.0;F;70;camionero
50;2000000.0;F;48;camionero
50;1160000.0;F;56;camionero
48;600000.0;M;6;camionero
50;1000000.0;M;18;camionero
70;1800000.0;F;12;camionero
40;2004000.0;M;65;camionero
48;1100000.0;M;16;camionero
48;1200000.0;F;40;camionero
72;1160000.0;M;31;camionero
50;1900000.0;M;50;camionero
60;1160000.0;M;46;camionero
40;1500000.0;M;74;camionero
48;1500000.0;M;54;camionero
30;350000.0;F;13;camionero
30;1300000.0;F;31;camionero
48;1500000.0;F;70;camionero
40;1300000.0;F;52;camionero
72;1160000.0;M;21;camionero
40;1160000.0;F;62;camionero
48;2000000.0;M;73;camionero
48;1500000.0;M;21;camionero
48;600000.0;F;74;camionero
40;1000000.0;F;25;camionero
50;1000000.0;M;43;camionero
60;1300000.0;M;50;camionero
60;1600000.0;M;63;camionero
50;1000000.0;F;68;camionero
60;900000.0;F;30;camionero
84;1200000.0;M;24;camionero
48;1200000.0;M;29;camionero
16;1000000.0;M;24;camionero
60;1160000.0;F;16;camionero
48;450000.0;F;60;camionero
52;1500000.0;M;22;camionero
50;2500000.0;M;7;camionero
48;1300000.0;F;22;camionero
84;2700000.0;F;32;camionero
36;1800000.0;M;14;camionero
48;2400000.0;F;40;camionero
48;1500000.0;F;57;camionero
48;2000000.0;M;38;camionero
70;1000000.0;F;13;camionero
48;1550000.0;F;56;camionero
48;1160000.0;M;20;camionero
48;1160000.0;M;7;camionero
48;1500000.0;F;57;camionero
48;1800000.0;M;10;camionero
60;2000000.0;F;58;camionero
70;6000000.0;M;41;camionero
48;1160000.0;F;6;camionero
40;800000.0;F;17;camionero
84;1500000.0;F;38;camionero
48;1500000.0;F;73;camionero
48;1500000.0;F;22;camionero
60;2000000.0;F;17;camionero
48;2000000.0;M;38;camionero
48;2500000.0;M;30;camionero
48;4000000.0;M;22;camionero
60;1160000.0;M;29;camionero
50;2000000.0;M;33;camionero
48;1160000.0;F;47;camionero
48;1160000.0;M;14;camionero
48;1500000.0;F;30;camionero
48;1500000.0;M;33;camionero
64;2000000.0;M;17;camionero
48;1160000.0;M;42;camionero
48;1200000.0;F;45;camionero
48;1160000.0;F;62;camionero
60;1160000.0;F;72;camionero
60;1500000.0;F;26;camionero
50;1200000.0;M;27;camionero
60;800000.0;M;7;camionero
48;1000000.0;F;67;camionero
48;1000000.0;F;24;camionero
48;1160000.0;M;26;camionero
75;1500000.0;M;75;camionero
48;1000000.0;F;10;camionero
48;1160000.0;M;7;camionero
48;1200000.0;F;12;camionero
40;600000.0;M;44;camionero
48;2500000.0;F;48;camionero
48;600000.0;M;6;camionero
48;2396000.0;F;39;camionero
60;700000.0;F;22;camionero
62;1000000.0;M;52;camionero
48;1500000.0;M;40;camionero
60;1160000.0;M;11;camionero
40;1200000.0;M;57;camionero
48;1160000.0;F;24;camionero
48;1750000.0;F;14;camionero
48;1560000.0;F;22;camionero
48;1160000.0;M;13;camionero
48;1160000.0;F;11;camionero
48;1000000.0;M;25;camionero
48;1160000.0;F;39;camionero
60;1160000.0;M;29;camionero
50;1300000.0;F;23;camionero
24;850000.0;M;28;camionero
48;1300000.0;M;12;camionero
52;1160000.0;F;33;camionero
48;1200000.0;F;31;camionero
40;1500000.0;M;5;camionero
30;600000.0;F;45;camionero
36;150000.0;F;42;camionero
70;2000000.0;F;44;camionero
48;1160000.0;F;6;camionero
48;200000.0;M;47;camionero
30;150000.0;M;53;camionero
50;1500000.0;M;26;camionero
30;1080000.0;M;7;camionero
48;1200000.0;M;54;camionero
48;1800000.0;F;54;camionero
30;800000.0;F;37;camionero
40;700000.0;F;63;camionero
70;3000000.0;M;39;camionero
48;1200000.0;F;61;camionero
70;1160000.0;F;56;camionero
70;1400000.0;F;28;camionero
20;400000.0;M;10;camionero
50;1200000.0;M;30;camionero
60;2400000.0;M;70;camionero
84;1000000.0;F;72;camionero
60;940000.0;M;25;camionero
40;400000.0;M;34;camionero
80;4000000.0;F;38;camionero
48;2000000.0;M;24;camionero
48;2000000.0;M;43;camionero
48;500000.0;M;59;camionero
48;350000.0;F;58;camionero
48;1000000.0;M;43;camionero
40;1000000.0;F;5;camionero
48;1300000.0;F;12;camionero
48;1160000.0;M;59;camionero
40;800000.0;M;6;camionero
48;500000.0;M;33;camionero
30;450000.0;M;14;camionero
48;1160000.0;F;33;camionero
48;1500000.0;F;61;camionero
52;900000.0;M;71;camionero
48;1300000.0;F;44;camionero
52;1200000.0;F;82;camionero
60;1000000.0;M;68;camionero
16;1000000.0;F;35;camionero
48;1160000.0;M;34;camionero
40;600000.0;F;49;camionero
50;3000000.0;F;21;camionero
48;1160000.0;F;25;camionero
50;2000000.0;M;7;camionero
60;2000000.0;F;14;camionero
30;120000.0;M;48;camionero
48;1000000.0;F;65;camionero
48;500000.0;F;19;camionero
48;1300000.0;M;54;camionero
48;1160000.0;F;26;camionero
80;1160000.0;F;65;camionero
60;1200000.0;M;64;camionero
60;2500000.0;M;52;camionero
52;1270000.0;M;96;camionero
60;1180000.0;M;54;camionero
48;700000.0;M;5;camionero
50;700000.0;M;74;camionero
70;1500000.0;F;33;camionero
40;1200000.0;F;65;camionero
70;1800000.0;M;7;camionero
48;2450000.0;F;40;camionero
48;1600000.0;F;21;camionero
48;300000.0;M;18;camionero
36;1000000.0;M;47;camionero
54;2200000.0;F;38;camionero
70;4000000.0;F;89;camionero
48;1400000.0;F;70;camionero
48;1160000.0;F;81;camionero
72;1500000.0;F;62;camionero
40;1160000.0;M;32;camionero
48;2800000.0;F;7;camionero
48;800000.0;F;84;camionero
48;1800000.0;F;20;camionero
48;1300000.0;M;27;camionero
84;1600000.0;F;47;camionero
60;1500000.0;F;37;camionero
44;1500000.0;F;66;camionero
70;800000.0;F;23;camionero
48;1500000.0;M;42;camionero
40;500000.0;F;61;camionero
50;1460000.0;F;39;camionero
40;1000000.0;M;56;camionero
48;1500000.0;M;32;camionero
48;1160000.0;F;50;camionero
48;1160000.0;M;26;camionero
54;3000000.0;M;32;camionero
50;500000.0;M;40;camionero
60;1100000.0;M;28;camionero
48;1300000.0;M;43;camionero
48;1200000.0;F;32;camionero
48;1500000.0;F;70;camionero
60;2400000.0;M;55;camionero
48;1300000.0;F;27;camionero
48;1000000.0;F;14;camionero
50;800000.0;F;63;camionero
50;1160000.0;F;22;camionero
50;1160000.0;M;44;camionero
50;1160000.0;F;46;camionero
50;1160000.0;F;13;camionero
50;1600000.0;F;21;camionero
30;900000.0;M;79;camionero
60;2000000.0;F;76;camionero
72;1350000.0;F;9;camionero
96;1000000.0;F;43;camionero
40;1200000.0;F;15;camionero
60;800000.0;M;6;camionero
40;1000000.0;M;32;camionero
48;1200000.0;M;32;camionero
55;1900000.0;M;19;camionero
48;2000000.0;M;20;camionero
24;300000.0;F;5;camionero
48;2000000.0;M;24;camionero
48;1950000.0;M;61;camionero
70;1700000.0;M;41;camionero
60;1500000.0;F;49;camionero
48;1360000.0;F;17;camionero
60;2000000.0;F;29;camionero
60;900000.0;M;35;camionero
90;2800000.0;F;25;camionero
60;900000.0;F;40;camionero
48;1810000.0;F;49;camionero
48;600000.0;M;9;camionero
60;1750000.0;F;35;camionero
60;2020000.0;M;24;camionero
48;1200000.0;M;15;camionero
48;2000000.0;F;59;camionero
60;1160000.0;F;22;camionero
60;1400000.0;F;15;camionero
48;1160000.0;F;53;camionero
40;780000.0;F;39;camionero
54;1160000.0;F;42;camionero
48;1160000.0;M;39;camionero
48;1800000.0;F;28;camionero
50;1160000.0;F;26;camionero
48;1160000.0;F;23;camionero
60;1600000.0;M;31;camionero
40;1500000.0;F;38;camionero
48;1200000.0;M;60;camionero
45;840000.0;F;34;camionero
48;1160000.0;M;30;camionero
48;1200000.0;F;8;camionero
48;1300000.0;M;30;camionero
60;600000.0;M;11;camionero
72;1300000.0;M;55;camionero
70;1000000.0;F;12;camionero
72;1300000.0;F;62;camionero
48;1160000.0;F;27;camionero
48;800000.0;M;55;camionero
60;1800000.0;M;26;camionero
70;2000000.0;F;18;camionero
48;1160000.0;M;16;camionero
50;1000000.0;M;32;camionero
60;1160000.0;M;46;camionero
48;1350000.0;M;43;electricista
49;2000000.0;F;13;electricista
50;500000.0;F;15;electricista
56;800000.0;F;20;electricista
48;1300000.0;F;40;electricista
48;1200000.0;M;20;electricista
40;650000.0;M;10;electricista
48;1160000.0;M;31;electricista
72;500000.0;M;18;electricista
48;1160000.0;F;30;electricista
60;700000.0;F;46;electricista
48;1160000.0;F;55;electricista
35;1700000.0;M;60;electricista
50;1350000.0;F;70;electricista
30;600000.0;F;32;electricista
12;100000.0;M;31;electricista
48;1800000.0;F;60;electricista
30;500000.0;M;18;electricista
48;900000.0;F;15;electricista
40;550000.0;F;85;electricista
48;1700000.0;M;50;electricista
30;500000.0;F;38;electricista
48;200000.0;F;85;electricista
45;900000.0;M;15;electricista
60;1500000.0;F;21;electricista
45;800000.0;F;14;electricista
48;1800000.0;F;21;electricista
48;1500000.0;M;9;electricista
45;350000.0;F;22;electricista
60;1160000.0;M;56;electricista
48;1600000.0;F;50;electricista
48;3500000.0;M;37;electricista
48;1300000.0;F;29;electricista
54;1700000.0;F;22;electricista
48;1160000.0;F;59;electricista
30;500000.0;M;57;electricista
48;2000000.0;F;22;electricista
40;1300000.0;M;41;electricista
48;1870000.0;F;27;electricista
48;2000000.0;M;22;electricista
48;4000000.0;F;63;electricista
35;1100000.0;F;42;electricista
44;1160000.0;M;33;electricista
50;1500000.0;F;44;electricista
48;1800000.0;F;29;electricista
60;250000.0;M;63;electricista
28;800000.0;F;36;electricista
48;1160000.0;M;7;electricista
40;900000.0;M;49;electricista
16;300000.0;M;32;electricista
48;1600000.0;M;25;electricista
48;1200000.0;F;8;electricista
48;1200000.0;M;56;electricista
48;10000000.0;M;66;electricista
48;1500000.0;F;36;electricista
35;800000.0;M;15;electricista
38;950000.0;M;57;electricista
48;1300000.0;F;35;electricista
8;25000.0;M;32;electricista
48;2000000.0;M;71;electricista
48;3100000.0;F;29;electricista
48;600000.0;M;9;electricista
48;1160000.0;M;11;electricista
35;1200000.0;M;8;electricista
48;1400000.0;M;10;electricista
48;1160000.0;M;20;electricista
40;500000.0;M;17;electricista
48;1160000.0;F;32;electricista
54;850000.0;M;50;electricista
48;1570000.0;F;22;electricista
48;300000.0;F;44;electricista
60;1000000.0;F;28;electricista
50;6000000.0;M;17;electricista
48;1200000.0;F;43;electricista
60;2000000.0;M;41;electricista
40;800000.0;M;41;electricista
40;1200000.0;M;79;electricista
48;1160000.0;M;5;electricista
48;1160000.0;M;13;electricista
48;1160000.0;M;52;electricista
48;800000.0;M;32;electricista
48;1200000.0;F;65;electricista
48;1500000.0;F;19;electricista
48;1116000.0;M;40;electricista
40;920000.0;F;36;electricista
40;700000.0;F;27;electricista
45;1500000.0;F;96;electricista
35;1500000.0;F;72;electricista
20;500000.0;M;24;electricista
48;10000000.0;F;26;electricista
40;1200000.0;M;60;electricista
58;1700000.0;F;11;electricista
48;1800000.0;M;34;electricista
48;1200000.0;F;41;electricista
50;1600000.0;F;46;electricista
48;1160000.0;F;21;electricista
48;960000.0;M;8;electricista
40;1500000.0;F;44;electricista
48;1500000.0;F;21;electricista
44;1450000.0;F;77;electricista
48;1160000.0;M;63;electricista
48;1160000.0;F;50;electricista
48;1160000.0;F;18;electricista
48;1533000.0;F;24;electricista
48;2320000.0;F;76;electricista
48;1000000.0;M;60;electricista
60;4800000.0;F;83;electricista
48;800000.0;M;5;electricista
48;700000.0;F;42;electricista
40;1800000.0;M;41;electricista
48;1300000.0;F;18;electricista
36;2100000.0;M;82;electricista
48;1200000.0;M;36;electricista
60;2000000.0;M;57;electricista
60;1160000.0;F;42;electricista
40;2000000.0;F;26;electricista
48;900000.0;M;54;electricista
72;1000000.0;M;13;electricista
40;2600000.0;F;60;arquitecto
10;3000000.0;F;44;arquitecto
40;5000000.0;M;31;arquitecto
30;6000000.0;M;5;arquitecto
60;12000000.0;F;55;arquitecto
40;1500000.0;F;65;arquitecto
40;2500000.0;M;26;arquitecto
25;1200000.0;F;38;arquitecto
44;2500000.0;F;13;arquitecto
24;1000000.0;M;74;arquitecto
48;1500000.0;F;38;arquitecto
40;1500000.0;M;7;arquitecto
48;2500000.0;M;59;arquitecto
48;2500000.0;F;58;arquitecto
48;1800000.0;F;10;arquitecto
48;1900000.0;F;26;arquitecto
48;3000000.0;F;54;arquitecto
48;2500000.0;F;49;arquitecto
48;6000000.0;F;42;arquitecto
45;3000000.0;F;68;arquitecto
40;2000000.0;F;8;arquitecto
48;2200000.0;F;42;arquitecto
40;2000000.0;F;56;arquitecto
45;2000000.0;F;44;arquitecto
40;1800000.0;F;25;arquitecto
48;3000000.0;M;20;arquitecto
12;1500000.0;F;80;arquitecto
48;3000000.0;M;43;arquitecto
40;3500000.0;F;41;arquitecto
40;3500000.0;F;33;arquitecto
42;3000000.0;M;5;arquitecto
48;2000000.0;F;24;arquitecto
45;2000000.0;M;68;arquitecto
40;7500000.0;M;6;arquitecto
40;18000000.0;M;63;arquitecto
50;3800000.0;F;41;arquitecto
48;1000000.0;F;89;arquitecto
40;5000000.0;F;42;arquitecto
60;1000000.0;F;68;arquitecto
48;6000000.0;F;73;arquitecto
45;1800000.0;M;7;arquitecto
48;4000000.0;F;31;arquitecto
30;1800000.0;F;16;arquitecto
84;4000000.0;M;26;arquitecto
48;3500000.0;F;7;arquitecto
48;1800000.0;M;22;arquitecto
48;500000.0;F;66;arquitecto
40;1500000.0;M;59;arquitecto
48;1300000.0;M;67;arquitecto
48;1300000.0;M;49;arquitecto
40;6960000.0;F;61;abogado
30;5400000.0;M;93;abogado
40;500000.0;F;42;abogado
40;5000000.0;F;45;abogado
48;1160000.0;F;17;abogado
48;2000000.0;F;44;abogado
48;5000000.0;M;20;abogado
48;10000000.0;M;10;abogado
48;6000000.0;F;9;abogado
40;2500000.0;M;55;abogado
40;2000000.0;M;61;abogado
48;5375000.0;M;71;abogado
48;1200000.0;F;8;abogado
48;2000000.0;F;46;abogado
42;2000000.0;M;88;abogado
40;4000000.0;F;70;abogado
40;1800000.0;M;21;abogado
40;7000000.0;M;34;abogado
48;1700000.0;F;40;abogado
48;6600000.0;M;44;abogado
44;2500000.0;M;35;abogado
48;2500000.0;M;15;abogado
4;600000.0;F;93;abogado
48;2000000.0;M;56;abogado
48;3100000.0;F;28;abogado
48;6000000.0;M;36;abogado
50;5200000.0;F;37;abogado
40;10000000.0;F;25;abogado
55;5000000.0;F;61;abogado
50;4000000.0;F;31;abogado
48;3000000.0;F;39;abogado
48;4500000.0;M;17;abogado
48;2000000.0;F;15;abogado
48;1300000.0;M;24;abogado
40;2300000.0;M;56;abogado
48;2000000.0;F;73;abogado
40;3000000.0;M;82;abogado
40;3400000.0;M;60;abogado
48;3000000.0;F;21;abogado
40;2400000.0;F;65;abogado
40;2500000.0;F;53;abogado
48;7200000.0;F;12;abogado
35;500000.0;M;11;abogado
48;4000000.0;M;13;abogado
48;4000000.0;M;19;abogado
40;3400000.0;F;49;abogado
48;10000000.0;F;43;abogado
40;7600000.0;F;28;abogado
40;5000000.0;F;66;abogado
40;2000000.0;M;80;abogado
45;2300000.0;F;46;abogado
40;2000000.0;F;48;abogado
48;9600000.0;F;57;abogado
16;1500000.0;F;26;abogado
48;5000000.0;M;39;abogado
40;2995000.0;F;73;abogado
48;5000000.0;M;32;abogado
48;1100000.0;F;22;abogado
48;2800000.0;M;21;abogado
40;1500000.0;M;25;abogado
40;2300000.0;M;40;abogado
40;1000000.0;M;27;abogado
30;5000000.0;M;19;abogado
48;1200000.0;M;15;abogado
48;3000000.0;F;14;abogado
48;7000000.0;F;70;abogado
25;2000000.0;M;13;abogado
40;4000000.0;F;46;abogado
48;3000000.0;F;19;abogado
48;4900000.0;F;18;abogado
30;600000.0;M;15;abogado
48;2000000.0;F;46;abogado
24;3000000.0;M;22;abogado
48;500000.0;M;23;abogado
40;5000000.0;F;48;abogado
48;4000000.0;F;43;abogado
40;3000000.0;F;61;abogado
48;5000000.0;F;37;abogado
48;1500000.0;F;37;abogado
40;3700000.0;M;28;abogado
40;9000000.0;M;45;abogado
48;4800000.0;F;53;abogado
48;5800000.0;F;68;abogado
48;2000000.0;F;12;abogado
40;1800000.0;M;39;abogado
40;3000000.0;M;19;abogado
40;2300000.0;M;25;abogado
25;3400000.0;F;30;abogado
40;2800000.0;M;27;abogado
48;4000000.0;M;51;abogado
40;1160000.0;F;28;abogado
48;2600000.0;F;77;abogado
48;1160000.0;M;23;abogado
45;3000000.0;M;35;abogado
40;4000000.0;M;21;abogado
48;4000000.0;F;72;abogado
30;1160000.0;F;14;abogado
40;3000000.0;F;83;abogado
48;3500000.0;M;66;abogado
57;9000000.0;F;24;abogado
25;2100000.0;M;19;abogado
30;7000000.0;M;17;abogado
40;2000000.0;F;61;abogado
48;5800000.0;F;9;abogado
48;3800000.0;M;56;abogado
40;1300000.0;F;44;abogado
48;2000000.0;F;37;abogado
48;5000000.0;F;35;abogado
48;3400000.0;F;33;abogado
48;1800000.0;F;29;abogado
54;4000000.0;F;65;abogado
48;2500000.0;F;22;abogado
40;6000000.0;F;58;abogado
30;2000000.0;F;39;abogado
48;3000000.0;F;31;abogado
50;4000000.0;F;22;abogado
45;10000000.0;F;56;abogado
48;5000000.0;M;65;abogado
48;5200000.0;F;46;abogado
40;500000.0;M;44;abogado
40;4500000.0;M;23;abogado
40;4600000.0;M;73;abogado
48;2000000.0;M;32;abogado
48;2500000.0;F;9;abogado
48;4000000.0;F;67;abogado
24;900000.0;M;64;abogado
48;3000000.0;M;77;abogado
50;6000000.0;M;39;abogado
40;7000000.0;F;29;abogado
48;2500000.0;F;74;abogado
36;2600000.0;F;37;abogado
48;3000000.0;M;45;abogado
48;5400000.0;F;47;abogado
40;3000000.0;F;10;abogado
36;2600000.0;F;49;abogado
20;5000000.0;F;67;abogado
48;4000000.0;F;44;abogado
48;1200000.0;M;52;abogado
25;3600000.0;F;7;abogado
60;5400000.0;F;18;abogado
40;2700000.0;F;59;abogado
40;2800000.0;F;74;abogado
45;2000000.0;M;30;abogado
48;5000000.0;F;60;abogado
48;1700000.0;F;60;abogado
40;500000.0;M;23;abogado
60;2000000.0;F;37;abogado
40;4300000.0;F;30;abogado
48;1300000.0;M;46;abogado
48;10000000.0;F;55;abogado
48;3000000.0;M;15;abogado
48;1000000.0;F;35;abogado
24;2000000.0;F;18;abogado
40;2000000.0;F;5;abogado
40;3000000.0;M;29;abogado
48;3300000.0;F;80;abogado
40;3500000.0;M;58;abogado
24;5000000.0;F;56;abogado
48;7000000.0;M;13;abogado
48;3000000.0;F;91;abogado
48;6000000.0;M;14;abogado
45;3980000.0;M;14;abogado
48;8935093.0;F;55;abogado
48;6440000.0;M;54;abogado
48;2600000.0;F;47;abogado
48;2500000.0;F;29;abogado
40;4200000.0;M;6;abogado
40;1800000.0;F;33;abogado
48;6000000.0;F;15;abogado
48;1200000.0;F;23;abogado
40;3500000.0;M;79;abogado
40;2000000.0;M;38;abogado
48;4500000.0;M;25;abogado
45;3600000.0;M;6;abogado
48;1160000.0;M;31;abogado
48;5000000.0;F;86;abogado
60;5000000.0;M;56;abogado
48;5000000.0;M;46;abogado
40;1300000.0;M;26;abogado
48;1160000.0;F;6;abogado
48;1000000.0;M;8;abogado
50;1200000.0;M;19;abogado
48;600000.0;F;25;abogado
40;30020000.0;M;34;abogado
40;2000000.0;F;24;abogado
48;5800000.0;F;18;abogado
48;2000000.0;M;17;abogado
40;3500000.0;F;36;abogado
40;3000000.0;F;8;abogado
40;2500000.0;F;69;abogado
40;12000000.0;F;15;abogado
35;2500000.0;F;16;abogado
40;1800000.0;M;45;abogado
40;5500000.0;F;18;abogado
48;4500000.0;F;72;abogado
48;3000000.0;F;19;abogado
48;1500000.0;F;16;abogado
40;1500000.0;F;10;abogado
40;5000000.0;F;18;abogado
20;1000000.0;F;11;abogado
40;3350000.0;F;35;abogado
40;1500000.0;M;17;abogado
40;3300000.0;M;62;abogado
40;3500000.0;F;42;abogado
48;6000000.0;M;39;abogado
48;3000000.0;M;22;abogado
48;3500000.0;M;30;abogado
50;4000000.0;F;66;abogado
40;2800000.0;M;61;abogado
30;2000000.0;F;20;abogado
48;13000000.0;F;33;abogado
40;3000000.0;F;8;abogado
48;3500000.0;F;39;abogado
48;3500000.0;M;26;abogado
40;1160000.0;F;63;abogado
50;2000000.0;M;32;abogado
20;1500000.0;M;8;abogado
40;1800000.0;F;47;abogado
40;1400000.0;M;81;abogado
48;2000000.0;F;53;abogado
30;300000.0;F;11;abogado
35;3500000.0;F;11;abogado
40;1800000.0;F;62;abogado
48;3000000.0;F;14;abogado
48;2000000.0;M;61;abogado
20;16000000.0;F;91;abogado
60;6000000.0;F;62;abogado
40;3500000.0;F;24;abogado
40;2000000.0;F;9;abogado
48;1500000.0;M;34;abogado
48;2300000.0;M;53;abogado
40;2200000.0;F;11;abogado
40;3300000.0;F;22;abogado
45;5400000.0;F;31;abogado
60;7000000.0;F;27;abogado
45;2500000.0;M;13;abogado
40;1000000.0;F;44;abogado
30;100000.0;F;51;abogado
48;4200000.0;F;38;abogado
40;500000.0;F;48;abogado
48;2000000.0;F;18;abogado
48;1600000.0;M;24;abogado
40;1000000.0;F;10;abogado
40;4500000.0;F;34;abogado
120;4250000.0;M;36;abogado
40;4472000.0;M;32;abogado
48;5000000.0;M;44;abogado
48;700000.0;F;23;abogado
36;3000000.0;F;26;abogado
40;5000000.0;F;32;abogado
40;8400000.0;F;12;abogado
48;4500000.0;M;12;abogado
48;3000000.0;F;9;abogado
40;4900000.0;F;15;abogado
40;2300000.0;M;28;abogado
40;2000000.0;F;72;abogado
20;1200000.0;M;9;abogado
60;1500000.0;M;28;abogado
40;5900000.0;M;25;abogado
30;8610000.0;F;79;abogado
40;4500000.0;F;29;abogado
50;2800000.0;F;28;abogado
60;1600000.0;M;10;abogado
48;960000.0;F;32;abogado
48;2000000.0;M;14;abogado
45;3000000.0;M;15;abogado
48;3000000.0;F;48;abogado
40;5200000.0;F;17;abogado
48;2500000.0;F;54;abogado
48;4000000.0;F;66;abogado
40;4000000.0;M;48;abogado
48;5000000.0;F;21;abogado
48;3500000.0;F;16;abogado
50;4000000.0;M;54;abogado
50;5000000.0;M;5;abogado
40;6000000.0;F;14;abogado
40;3500000.0;F;24;abogado
48;3200000.0;F;65;abogado
40;3000000.0;F;91;abogado
48;4000000.0;F;32;abogado
48;20955000.0;F;15;abogado
48;2500000.0;F;36;abogado
48;2500000.0;M;43;abogado
44;4450000.0;F;44;abogado
48;4000000.0;F;12;abogado
48;1300000.0;M;34;abogado
40;8000000.0;F;17;abogado
48;6000000.0;F;42;abogado
44;1000000.0;F;35;carpintero
44;600000.0;F;38;carpintero
48;1500000.0;M;19;carpintero
32;1160000.0;F;17;carpintero
22;800000.0;F;12;carpintero
50;700000.0;F;10;carpintero
48;1000000.0;M;42;carpintero
10;500000.0;F;50;carpintero
48;1300000.0;F;51;carpintero
48;500000.0;M;17;carpintero
50;800000.0;F;62;carpintero
54;1000000.0;M;28;carpintero
48;1000000.0;M;27;carpintero
48;1160000.0;M;25;carpintero
48;1160000.0;F;33;carpintero
48;1160000.0;F;23;carpintero
48;1100000.0;M;42;carpintero
20;180000.0;F;61;carpintero
49;1800000.0;M;8;carpintero
40;1100000.0;F;5;carpintero
