WEEKLY HOURS WORKED;SALARY;SEX;AGE;OCCUPATION
40;300000.0;M;7;carpintero
48;400000.0;M;16;carpintero
48;500000.0;M;43;carpintero
40;700000.0;F;7;carpintero
48;600000.0;F;43;carpintero
44;600000.0;F;8;carpintero
42;300000.0;M;38;carpintero
40;400000.0;F;43;carpintero
67;1300000.0;M;22;carpintero
50;1200000.0;F;34;carpintero
40;700000.0;M;46;carpintero
48;1000000.0;M;12;carpintero
48;1160000.0;M;41;carpintero
10;85000.0;F;19;carpintero
48;1900000.0;M;65;carpintero
30;800000.0;F;41;carpintero
48;1800000.0;M;84;chef
40;1000000.0;M;15;chef
50;2450000.0;F;19;chef
60;2100000.0;M;18;chef
70;1100000.0;F;18;chef
48;2000000.0;M;23;chef
56;1500000.0;F;35;chef
48;2000000.0;F;42;chef
48;2570000.0;F;38;chef
70;1280000.0;F;39;chef
40;1750000.0;F;67;chef
70;1600000.0;F;28;chef
60;1510000.0;M;17;chef
50;1500000.0;M;8;chef
48;1800000.0;F;65;chef
48;3000000.0;F;52;chef
48;1300000.0;F;22;chef
48;910000.0;M;26;chef
84;1900000.0;F;74;chef
40;1760000.0;F;14;chef
48;1320000.0;M;8;chef
56;1600000.0;F;27;chef
70;1500000.0;F;40;chef
48;2266000.0;F;58;chef
45;1160000.0;F;63;chef
24;400000.0;F;24;chef
84;1400000.0;M;19;chef
48;1600000.0;F;6;chef
40;600000.0;F;65;barbero
24;1000000.0;M;31;barbero
21;800000.0;F;21;barbero
8;200000.0;M;23;barbero
70;900000.0;F;31;barbero
54;700000.0;F;20;barbero
48;250000.0;M;56;barbero
30;500000.0;F;45;barbero
65;1300000.0;F;26;barbero
40;300000.0;F;18;barbero
30;200000.0;F;73;barbero
60;900000.0;F;25;barbero
56;1800000.0;M;13;barbero
48;600000.0;M;19;barbero
24;300000.0;F;63;barbero
60;1500000.0;F;9;barbero
50;1600000.0;F;31;barbero
84;1300000.0;M;44;barbero
40;1500000.0;F;16;barbero
66;1300000.0;F;16;barbero
70;1260000.0;F;47;barbero
70;400000.0;F;11;barbero
40;500000.0;F;31;barbero
45;1000000.0;M;7;barbero
48;1500000.0;M;15;barbero
15;1500000.0;F;10;barbero
18;70000.0;F;17;barbero
48;2000000.0;F;34;barbero
70;900000.0;M;54;barbero
50;900000.0;F;10;barbero
20;250000.0;M;91;barbero
20;260000.0;F;7;barbero
48;1000000.0;F;49;barbero
40;680000.0;F;18;barbero
48;1000000.0;M;17;barbero
48;1200000.0;F;15;barbero
10;500000.0;M;76;barbero
44;450000.0;M;12;barbero
48;500000.0;M;25;barbero
70;1500000.0;F;75;barbero
30;1000000.0;M;60;barbero
72;1520000.0;M;67;barbero
20;120000.0;F;17;barbero
30;100000.0;M;44;barbero
48;800000.0;M;13;barbero
42;350000.0;M;32;barbero
48;500000.0;M;28;barbero
35;350000.0;F;60;barbero
48;900000.0;M;23;barbero
60;200000.0;F;48;barbero
36;600000.0;M;27;barbero
56;400000.0;M;30;barbero
60;1000000.0;F;54;barbero
48;500000.0;F;17;barbero
36;800000.0;F;13;barbero
40;1000000.0;F;68;barbero
48;1100000.0;F;45;barbero
40;3500000.0;M;10;barbero
84;1300000.0;F;52;barbero
30;800000.0;M;8;barbero
48;600000.0;M;59;barbero
40;1200000.0;F;87;barbero
60;1300000.0;M;83;barbero
40;500000.0;F;24;barbero
20;1200000.0;F;25;barbero
48;1500000.0;M;52;barbero
36;1000000.0;M;38;barbero
60;700000.0;M;24;barbero
48;350000.0;M;67;barbero
48;900000.0;M;67;barbero
40;400000.0;F;14;barbero
60;800000.0;F;29;barbero
36;200000.0;M;15;barbero
48;400000.0;F;50;barbero
48;1300000.0;M;41;barbero
4;150000.0;M;57;barbero
24;280000.0;F;54;barbero
48;900000.0;M;5;barbero
40;700000.0;M;41;barbero
48;500000.0;M;10;barbero
20;1000000.0;M;37;barbero
48;350000.0;F;21;barbero
60;800000.0;F;38;barbero
48;600000.0;F;13;barbero
48;500000.0;M;5;barbero
48;1000000.0;F;64;barbero
48;450000.0;F;78;barbero
48;350000.0;M;24;barbero
48;1100000.0;F;49;barbero
60;500000.0;M;62;barbero
48;700000.0;M;36;barbero
24;1500000.0;M;61;barbero
18;300000.0;F;26;barbero
40;1000000.0;F;43;barbero
12;350000.0;M;21;barbero
48;1500000.0;M;5;barbero
48;1000000.0;F;12;barbero
24;850000.0;M;38;barbero
4;70000.0;F;39;barbero
20;200000.0;M;52;barbero
50;390000.0;M;11;barbero
50;1000000.0;M;13;barbero
30;300000.0;F;71;barbero
72;1000000.0;F;23;barbero
48;1200000.0;F;72;barbero
40;400000.0;F;14;barbero
30;50000.0;M;34;barbero
48;1200000.0;M;18;barbero
48;400000.0;M;38;barbero
30;300000.0;M;14;barbero
48;250000.0;M;6;barbero
72;800000.0;F;53;barbero
40;850000.0;F;16;barbero
72;1000000.0;M;18;barbero
20;900000.0;M;67;barbero
40;1000000.0;F;28;barbero
91;2100000.0;M;7;barbero
36;650000.0;F;64;barbero
60;800000.0;F;53;barbero
48;60000.0;M;25;barbero
56;800000.0;F;64;barbero
20;500000.0;M;43;barbero
48;400000.0;M;41;barbero
50;700000.0;M;19;barbero
48;1500000.0;F;41;barbero
60;800000.0;F;14;barbero
20;180000.0;M;22;barbero
30;500000.0;M;59;barbero
48;500000.0;M;28;barbero
48;1150000.0;F;26;barbero
48;1000000.0;F;29;barbero
60;400000.0;M;58;barbero
42;1500000.0;F;8;barbero
42;300000.0;M;48;barbero
12;200000.0;F;20;barbero
18;320000.0;F;14;barbero
84;500000.0;M;42;barbero
70;800000.0;F;48;barbero
60;1100000.0;F;36;barbero
42;1000000.0;M;12;barbero
30;1200000.0;F;13;barbero
30;600000.0;F;26;barbero
40;800000.0;F;40;barbero
35;500000.0;F;33;barbero
40;2000000.0;F;45;barbero
60;2000000.0;F;54;barbero
30;300000.0;F;19;barbero
48;300000.0;F;17;barbero
40;300000.0;M;11;barbero
70;300000.0;F;26;barbero
40;1000000.0;F;48;barbero
48;1200000.0;F;55;barbero
84;1200000.0;F;38;barbero
48;1500000.0;M;12;barbero
40;600000.0;M;27;barbero
50;700000.0;M;15;barbero
25;200000.0;F;57;barbero
40;500000.0;M;56;barbero
60;250000.0;M;66;barbero
60;1000000.0;F;50;barbero
60;700000.0;F;25;barbero
60;1000000.0;M;61;barbero
70;750000.0;M;46;barbero
70;700000.0;M;39;barbero
60;500000.0;F;55;barbero
70;2000000.0;F;47;barbero
15;300000.0;F;15;barbero
12;400000.0;M;26;barbero
60;900000.0;M;23;barbero
70;800000.0;M;69;barbero
30;50000.0;F;40;barbero
48;1160000.0;M;62;barbero
40;700000.0;M;19;barbero
10;200000.0;M;34;barbero
24;200000.0;F;82;barbero
48;1000000.0;F;44;barbero
48;400000.0;M;41;barbero
48;1000000.0;M;19;barbero
48;900000.0;M;11;barbero
48;570000.0;F;28;barbero
62;1400000.0;F;19;barbero
60;1200000.0;F;31;barbero
50;150000.0;M;46;barbero
72;2000000.0;F;25;barbero
24;200000.0;F;21;barbero
56;1800000.0;F;14;barbero
10;300000.0;F;31;barbero
54;200000.0;F;48;barbero
48;1100000.0;M;53;barbero
50;1200000.0;M;55;barbero
10;250000.0;M;9;barbero
20;1000000.0;F;51;barbero
54;1800000.0;F;52;barbero
16;300000.0;F;58;barbero
40;280000.0;M;33;barbero
10;300000.0;F;18;barbero
45;180000.0;M;30;barbero
30;300000.0;M;27;barbero
38;950000.0;F;54;barbero
40;900000.0;M;58;barbero
48;1800000.0;F;9;barbero
48;1160000.0;M;41;barbero
70;400000.0;F;43;barbero
56;800000.0;F;62;barbero
40;500000.0;F;46;barbero
48;300000.0;F;51;barbero
48;1100000.0;M;41;barbero
48;1300000.0;F;71;barbero
24;450000.0;F;58;barbero
40;450000.0;M;12;barbero
49;800000.0;F;16;barbero
40;480000.0;M;17;barbero
48;1000000.0;F;27;barbero
14;500000.0;M;30;barbero
60;600000.0;M;34;barbero
40;800000.0;M;38;barbero
10;200000.0;M;56;barbero
5;100000.0;F;27;barbero
40;590000.0;F;63;barbero
48;900000.0;F;22;barbero
25;200000.0;M;15;barbero
48;500000.0;F;62;barbero
24;500000.0;M;33;barbero
42;1200000.0;M;16;barbero
48;700000.0;F;30;barbero
40;750000.0;F;16;barbero
48;700000.0;M;6;barbero
60;400000.0;F;59;barbero
30;150000.0;F;69;barbero
40;800000.0;M;31;barbero
50;400000.0;M;6;barbero
42;600000.0;F;56;barbero
60;450000.0;F;48;barbero
38;300000.0;M;11;barbero
30;250000.0;M;31;barbero
48;750000.0;F;27;barbero
48;700000.0;M;10;barbero
40;600000.0;M;8;barbero
15;500000.0;M;28;barbero
60;1000000.0;M;13;barbero
2;100000.0;M;33;barbero
20;200000.0;F;65;barbero
20;400000.0;F;59;barbero
60;1700000.0;F;43;barbero
48;300000.0;M;13;barbero
60;900000.0;F;8;barbero
16;200000.0;F;22;barbero
40;550000.0;M;28;barbero
30;800000.0;M;21;barbero
48;1200000.0;F;10;barbero
60;250000.0;F;44;barbero
60;800000.0;M;38;barbero
30;900000.0;M;13;barbero
40;800000.0;M;9;barbero
40;800000.0;F;32;barbero
12;150000.0;F;12;barbero
10;600000.0;F;35;barbero
66;600000.0;M;64;barbero
40;1200000.0;F;26;barbero
40;200000.0;F;17;barbero
24;300000.0;F;8;barbero
48;1300000.0;F;62;barbero
42;280000.0;M;24;barbero
40;580000.0;F;35;barbero
40;200000.0;F;21;barbero
48;500000.0;M;46;barbero
48;1650000.0;F;51;barbero
54;520000.0;M;50;barbero
50;330000.0;M;18;barbero
48;900000.0;F;23;barbero
70;400000.0;F;40;barbero
48;600000.0;M;54;barbero
10;80000.0;F;45;barbero
39;300000.0;M;61;barbero
48;1130000.0;F;25;barbero
35;900000.0;F;35;barbero
70;300000.0;F;20;barbero
48;1160000.0;F;36;barbero
48;600000.0;M;55;barbero
30;220000.0;F;26;barbero
40;300000.0;F;31;barbero
48;1000000.0;F;25;barbero
48;1000000.0;F;66;barbero
60;1200000.0;F;50;barbero
50;1500000.0;M;60;barbero
48;750000.0;M;7;barbero
72;900000.0;M;41;barbero
60;400000.0;M;43;barbero
60;1160000.0;F;74;barbero
48;900000.0;F;49;barbero
30;250000.0;F;62;barbero
48;500000.0;M;68;barbero
48;450000.0;F;70;barbero
20;400000.0;F;46;barbero
40;600000.0;F;20;barbero
70;800000.0;M;74;barbero
48;800000.0;M;17;barbero
42;150000.0;M;12;barbero
40;1000000.0;F;17;barbero
48;1000000.0;M;36;barbero
48;800000.0;F;73;barbero
12;350000.0;F;30;barbero
40;600000.0;F;43;barbero
5;300000.0;F;9;barbero
45;780000.0;F;21;barbero
40;1300000.0;F;24;barbero
72;1500000.0;M;8;barbero
50;1300000.0;M;78;barbero
22;1500000.0;M;35;barbero
40;250000.0;M;57;barbero
48;1250000.0;M;8;barbero
15;260000.0;F;28;barbero
48;400000.0;M;57;barbero
60;3000000.0;M;63;barbero
20;1160000.0;M;50;barbero
42;600000.0;M;75;basurero
50;1100000.0;F;37;basurero
70;400000.0;M;16;basurero
48;60000.0;M;13;basurero
9;1160000.0;F;16;basurero
48;1160000.0;F;13;basurero
72;1200000.0;F;8;basurero
21;120000.0;M;35;basurero
60;200000.0;M;59;basurero
60;200000.0;M;20;basurero
35;250000.0;M;41;basurero
38;700000.0;M;54;basurero
40;600000.0;F;52;basurero
48;600000.0;F;37;basurero
48;1160000.0;M;25;basurero
84;400000.0;F;10;basurero
84;70000.0;F;7;basurero
60;90000.0;M;40;basurero
84;90000.0;F;43;basurero
36;100000.0;F;43;basurero
48;1400000.0;F;72;basurero
48;250000.0;M;53;basurero
56;50000.0;F;35;basurero
30;240000.0;F;56;basurero
48;1000000.0;F;88;basurero
12;140000.0;F;29;basurero
50;275000.0;M;7;basurero
30;600000.0;M;13;basurero
40;300000.0;F;7;basurero
40;250000.0;F;82;basurero
15;100000.0;M;35;basurero
48;400000.0;M;20;basurero
48;1000000.0;F;28;basurero
84;420000.0;M;56;basurero
84;420000.0;F;24;basurero
98;420000.0;M;31;basurero
40;120000.0;M;38;basurero
42;100000.0;F;52;basurero
40;200000.0;M;34;basurero
20;300000.0;M;28;basurero
30;350000.0;F;24;basurero
40;500000.0;F;5;basurero
30;500000.0;M;66;basurero
35;600000.0;F;48;basurero
42;300000.0;F;56;basurero
24;70000.0;M;65;basurero
36;1000000.0;M;38;basurero
48;500000.0;M;47;basurero
40;480000.0;M;23;basurero
20;80000.0;F;11;basurero
40;200000.0;F;31;basurero
48;900000.0;F;39;basurero
48;1160000.0;F;39;basurero
30;180000.0;F;18;basurero
30;200000.0;F;32;basurero
30;100000.0;F;33;basurero
48;11000000.0;M;22;basurero
48;700000.0;M;44;basurero
48;1160000.0;F;52;basurero
48;1160000.0;M;7;basurero
36;400000.0;F;39;basurero
30;2900000.0;F;14;basurero
48;150000.0;M;8;basurero
48;500000.0;F;37;basurero
30;500000.0;M;65;basurero
20;100000.0;F;70;basurero
42;800000.0;F;22;basurero
7;150000.0;F;60;basurero
20;80000.0;F;34;basurero
30;250000.0;M;36;basurero
56;550000.0;F;9;basurero
30;200000.0;F;68;basurero
25;300000.0;F;19;basurero
50;1300000.0;F;44;basurero
50;1000000.0;F;44;basurero
48;200000.0;M;52;basurero
72;1200000.0;F;19;basurero
50;100000.0;M;11;basurero
48;700000.0;F;63;basurero
72;300000.0;F;36;basurero
48;250000.0;F;7;basurero
40;480000.0;M;34;basurero
40;100000.0;F;20;basurero
48;700000.0;F;6;basurero
49;600000.0;F;31;basurero
35;300000.0;F;64;basurero
70;200000.0;F;63;basurero
48;1160000.0;F;74;basurero
20;100000.0;F;41;basurero
54;600000.0;M;28;basurero
40;550000.0;F;18;basurero
28;350000.0;M;38;basurero
12;205000.0;M;36;basurero
40;200000.0;F;18;basurero
48;1160000.0;M;66;basurero
60;400000.0;M;26;basurero
48;600000.0;M;48;basurero
5;50000.0;M;37;basurero
40;800000.0;F;73;basurero
40;700000.0;F;71;basurero
40;700000.0;M;10;basurero
52;800000.0;M;43;basurero
40;600000.0;F;24;basurero
48;1500000.0;M;66;basurero
48;1200000.0;F;32;basurero
20;800000.0;F;43;basurero
27;200000.0;M;58;basurero
30;120000.0;F;62;basurero
25;150000.0;F;15;basurero
40;150000.0;M;89;basurero
40;100000.0;F;70;basurero
48;250000.0;F;59;basurero
48;200000.0;F;82;basurero
48;650000.0;M;63;basurero
36;450000.0;F;59;basurero
48;400000.0;F;33;basurero
3;30000.0;M;38;basurero
54;200000.0;F;62;basurero
35;700000.0;M;31;basurero
40;900000.0;F;68;basurero
42;750000.0;M;63;basurero
12;80000.0;M;46;basurero
35;500000.0;M;21;basurero
48;1160000.0;M;36;basurero
30;250000.0;F;30;basurero
45;700000.0;M;23;basurero
10;80000.0;F;51;basurero
10;50000.0;F;40;basurero
40;400000.0;M;57;basurero
50;700000.0;M;53;basurero
20;70000.0;F;59;basurero
15;70000.0;M;66;basurero
20;90000.0;M;54;basurero
40;200000.0;F;21;basurero
55;300000.0;M;36;basurero
40;300000.0;M;28;basurero
12;80000.0;M;27;basurero
20;150000.0;M;19;basurero
40;800000.0;M;22;basurero
48;400000.0;M;10;basurero
40;450000.0;M;9;basurero
40;450000.0;F;55;basurero
48;1360000.0;F;39;basurero
60;500000.0;M;21;basurero
60;300000.0;M;78;basurero
60;200000.0;M;54;basurero
20;200000.0;M;25;basurero
40;300000.0;M;21;basurero
60;580000.0;M;48;basurero
60;700000.0;F;23;basurero
65;900000.0;F;69;basurero
30;250000.0;F;59;basurero
40;120000.0;M;66;basurero
48;1300000.0;F;69;basurero
32;150000.0;F;46;basurero
48;600000.0;M;57;basurero
35;800000.0;F;51;basurero
48;400000.0;M;27;basurero
25;350000.0;M;55;basurero
42;80000.0;F;28;basurero
28;80000.0;F;22;basurero
36;300000.0;F;8;basurero
50;200000.0;M;59;basurero
40;250000.0;F;31;basurero
48;1000000.0;F;13;secretario
45;1160000.0;M;15;secretario
40;2200000.0;F;34;secretario
48;4900000.0;M;26;secretario
30;1100000.0;F;33;secretario
48;1160000.0;F;38;secretario
40;1600000.0;M;37;secretario
48;1650000.0;F;46;secretario
48;1160000.0;F;68;secretario
48;1500000.0;F;17;secretario
48;2000000.0;M;77;secretario
48;2000000.0;F;37;secretario
48;1200000.0;F;53;secretario
48;1160000.0;M;24;secretario
40;3000000.0;M;24;secretario
48;1000000.0;M;73;secretario
48;1117172.0;F;38;secretario
48;1300000.0;M;21;secretario
48;1160000.0;M;66;secretario
48;1160000.0;M;14;secretario
48;1000000.0;M;57;secretario
40;1700000.0;F;22;secretario
40;1360000.0;M;58;secretario
48;1200000.0;M;18;secretario
40;1450000.0;M;6;secretario
44;1300000.0;M;41;secretario
35;1200000.0;F;33;secretario
48;1300000.0;F;65;secretario
48;1160000.0;M;38;secretario
48;2800000.0;F;42;secretario
60;6200000.0;M;44;secretario
48;1160000.0;M;75;secretario
48;1160000.0;F;37;secretario
48;1160000.0;F;24;secretario
48;1200000.0;M;26;secretario
40;2200000.0;F;18;secretario
48;1300000.0;M;45;secretario
45;600000.0;F;51;secretario
48;1160000.0;M;45;secretario
48;1160000.0;F;23;secretario
48;1160000.0;F;33;secretario
48;3000000.0;F;7;secretario
48;4500000.0;M;12;secretario
48;3600000.0;F;18;secretario
48;1540000.0;M;17;secretario
40;1160000.0;M;43;secretario
48;1900000.0;M;57;secretario
40;1800000.0;M;73;secretario
48;4200000.0;M;27;secretario
48;1160000.0;M;57;secretario
48;1160000.0;M;7;secretario
48;1800000.0;F;28;secretario
48;1500000.0;F;43;secretario
45;2200000.0;M;56;secretario
48;1160000.0;F;75;secretario
48;1160000.0;F;37;secretario
70;1835072.0;F;39;secretario
48;1640000.0;M;15;secretario
48;1650000.0;F;69;secretario
32;781000.0;M;62;secretario
48;1500000.0;M;40;secretario
48;1700000.0;F;50;secretario
48;1200000.0;M;49;secretario
48;1700000.0;F;32;secretario
48;2000000.0;F;38;secretario
48;1600000.0;F;18;secretario
49;1800000.0;M;60;secretario
48;1640000.0;M;55;secretario
40;2300000.0;M;49;secretario
48;3000000.0;F;59;secretario
48;1160000.0;M;23;secretario
48;1500000.0;F;46;secretario
40;1500000.0;F;52;secretario
40;1300000.0;F;48;secretario
48;2500000.0;F;19;secretario
30;800000.0;F;45;secretario
48;1200000.0;F;41;secretario
40;1160000.0;M;45;secretario
40;900000.0;F;20;secretario
48;6900000.0;M;16;secretario
40;2600000.0;F;58;secretario
40;2700000.0;F;65;secretario
55;1500000.0;M;62;secretario
48;1700000.0;M;38;secretario
40;6000000.0;M;31;secretario
48;1160000.0;F;58;secretario
40;1560000.0;F;41;secretario
48;3500000.0;F;30;secretario
48;1400000.0;F;43;secretario
40;900000.0;M;51;secretario
40;2300000.0;M;81;secretario
48;1250000.0;F;68;secretario
48;1300000.0;M;69;secretario
48;1160000.0;F;76;secretario
48;1200000.0;M;40;secretario
40;1200000.0;M;41;secretario
44;2900000.0;F;64;secretario
48;580000.0;M;96;secretario
48;3200000.0;M;20;secretario
48;1350000.0;M;49;secretario
48;1200000.0;M;19;secretario
48;1160000.0;F;51;secretario
48;1300000.0;F;44;secretario
40;800000.0;F;18;secretario
48;1000000.0;F;36;secretario
40;1300000.0;M;16;secretario
40;1700000.0;M;27;secretario
44;1160000.0;F;74;secretario
48;1160000.0;M;34;secretario
48;1160000.0;F;24;secretario
40;2200000.0;M;31;secretario
48;1700000.0;F;50;secretario
40;2000000.0;M;27;secretario
48;800000.0;M;42;secretario
48;1160000.0;F;78;secretario
48;2000000.0;F;14;secretario
48;900000.0;F;31;secretario
48;1160000.0;F;64;secretario
40;2000000.0;M;42;secretario
48;1600000.0;F;70;secretario
48;1160000.0;M;74;secretario
48;1960000.0;M;66;secretario
48;1200000.0;M;86;secretario
48;1160000.0;M;41;secretario
48;2600000.0;F;44;secretario
48;1300000.0;M;67;secretario
40;2500000.0;F;62;secretario
48;2800000.0;M;57;secretario
40;1250000.0;F;33;secretario
48;700000.0;M;51;secretario
48;1160000.0;F;82;secretario
48;1200000.0;F;62;secretario
48;1700000.0;F;95;secretario
48;1300606.0;F;23;secretario
48;1160000.0;M;7;secretario
40;2400000.0;F;20;secretario
48;1160000.0;F;51;secretario
48;1160000.0;M;78;secretario
40;2000000.0;M;62;secretario
45;3000000.0;M;18;secretario
35;1560000.0;M;8;secretario
48;3000000.0;F;87;secretario
48;1350000.0;M;81;secretario
48;1160000.0;F;28;secretario
48;1600000.0;M;36;secretario
24;638000.0;M;30;secretario
48;2900000.0;M;27;secretario
48;1500000.0;F;12;secretario
48;1300000.0;F;37;secretario
48;800000.0;F;40;secretario
40;2360000.0;M;19;secretario
48;1160000.0;F;9;secretario
48;1160000.0;F;30;secretario
40;1160000.0;F;15;secretario
48;1000000.0;F;32;secretario
48;1160000.0;M;33;secretario
48;3700000.0;F;8;secretario
40;4000000.0;F;20;secretario
48;2000000.0;F;13;secretario
45;1400000.0;M;27;secretario
48;1160000.0;M;81;secretario
40;2500000.0;M;40;secretario
48;1160000.0;F;51;secretario
48;1400000.0;M;66;secretario
50;1800000.0;F;47;secretario
48;1700000.0;F;40;secretario
48;1300000.0;F;27;secretario
48;1160000.0;F;42;secretario
40;1400000.0;F;56;secretario
48;1300000.0;M;53;secretario
48;1160000.0;M;9;secretario
40;2100000.0;F;32;secretario
24;600000.0;M;55;secretario
48;1160000.0;M;43;secretario
48;1600000.0;F;61;secretario
48;1160000.0;F;45;secretario
48;1160000.0;F;35;secretario
48;1160000.0;F;24;secretario
46;1700000.0;F;48;secretario
48;1160000.0;F;42;secretario
48;1160000.0;F;19;secretario
48;2300000.0;M;57;secretario
55;1500000.0;M;44;secretario
48;1160000.0;M;12;secretario
48;1200000.0;F;12;secretario
48;1300000.0;M;40;secretario
40;1200000.0;F;53;secretario
48;1160000.0;M;58;secretario
48;1000000.0;M;13;secretario
40;800000.0;F;51;secretario
40;1160000.0;M;67;secretario
48;1200000.0;M;56;secretario
40;1300000.0;M;44;conserje
48;1200000.0;F;59;conserje
48;1160000.0;M;13;conserje
70;300000.0;M;12;conserje
60;1100000.0;M;38;abad
50;3600000.0;F;80;abad
60;4000000.0;F;11;abad
24;400000.0;M;57;abad
48;1300000.0;M;13;abad
56;1000000.0;F;20;abad
70;1500000.0;F;57;abad
48;3000000.0;M;39;abad
40;1160000.0;M;54;abad
40;700000.0;F;11;abad
46;4000000.0;M;46;abad
28;850000.0;F;72;abad
30;450000.0;F;42;abad
50;1500000.0;F;54;abad
50;1500000.0;F;31;abad
48;3800000.0;F;42;abad
48;2560000.0;M;27;abad
60;2700000.0;M;6;abad
40;800000.0;F;41;abad
60;1000000.0;F;36;abad
48;1300000.0;F;15;abad
48;3000000.0;F;60;abad
48;1500000.0;M;27;abad
100;2900000.0;F;21;abad
5;200000.0;M;67;abad
48;1300000.0;F;68;abad
50;5000000.0;F;75;apuntador
48;1000000.0;M;21;apuntador
20;500000.0;F;30;apuntador
15;800000.0;F;49;apuntador
30;800000.0;F;14;apuntador
40;1300000.0;F;28;apuntador
54;400000.0;F;32;apuntador
48;600000.0;F;21;apuntador
30;700000.0;F;29;apuntador
30;200000.0;F;11;apuntador
20;300000.0;M;10;apuntador
60;3000000.0;F;13;cantero
84;3500000.0;F;36;cantero
48;600000.0;M;62;cantero
48;500000.0;F;62;cantero
48;500000.0;M;69;cantero
48;720000.0;F;29;cantero
48;800000.0;F;54;cantero
24;90000.0;F;6;cantero
60;1500000.0;F;13;cantero
48;100000.0;M;35;cantero
48;3500000.0;F;79;cantero
24;;M;67;cantero
48;1160000.0;M;6;cantero
40;1400000.0;F;71;cantero
55;500000.0;M;24;cantero
42;1500000.0;F;49;cantero
15;200000.0;F;85;cantero
60;700000.0;F;78;cantero
40;800000.0;F;69;cantero
18;240000.0;F;44;cantero
48;600000.0;F;18;cantero
48;1400000.0;M;28;cantero
12;400000.0;F;44;cantero
60;240000.0;M;61;cantero
60;180000.0;F;56;cantero
40;1200000.0;F;69;cantero
48;1160000.0;M;35;cantero
37;600000.0;M;44;cantero
60;1200000.0;M;47;cantero
30;100000.0;F;75;cantero
48;800000.0;M;19;cantero
48;1000000.0;F;11;cantero
60;700000.0;F;43;cantero
60;2500000.0;F;23;cantero
60;2000000.0;M;25;cantero
30;400000.0;M;6;cantero
40;1300000.0;M;51;alcalde
40;1800000.0;F;36;alcalde
14;3185000.0;M;35;alcalde
48;10000000.0;F;6;alcalde
48;9000000.0;F;75;alcalde
40;7000000.0;F;51;alcalde
30;7350000.0;F;19;alcalde
10;900000.0;M;36;alcalde
40;1500000.0;F;21;alcalde
40;10000000.0;F;27;alcalde
60;8000000.0;F;16;alcalde
48;2500000.0;M;61;salvavidas
48;2200000.0;F;38;salvavidas
40;1200000.0;M;50;salvavidas
48;1500000.0;F;27;salvavidas
48;1400000.0;M;79;salvavidas
48;1740000.0;M;70;salvavidas
56;1164000.0;F;17;salvavidas
40;1500000.0;M;33;actor
84;1800000.0;F;25;actor
30;1000000.0;F;39;actor
62;1000000.0;F;7;actor
48;8800000.0;F;36;ambientalista
40;2760000.0;M;60;ambientalista
48;4200000.0;M;10;ambientalista
40;4000000.0;F;61;ambientalista
48;2350000.0;M;55;ambientalista
48;1624000.0;M;51;ambientalista
10;650000.0;F;70;ambientalista
48;10000000.0;F;7;ambientalista
48;4250000.0;M;32;ambientalista
48;4300000.0;M;65;ambientalista
60;6000000.0;M;41;ambientalista
48;4200000.0;F;53;ambientalista
48;7000000.0;M;12;ajedrecista
48;40000000.0;F;31;ajedrecista
48;500000.0;F;50;aparejador
48;1160000.0;F;62;aparejador
48;1160000.0;M;38;aparejador
48;1160000.0;M;55;aparejador
48;1160000.0;M;13;aparejador
20;470000.0;F;73;aparejador
48;900000.0;F;46;aparejador
42;1500000.0;M;8;aparejador
30;300000.0;F;48;aparejador
48;2600000.0;F;74;aparejador
